member_type,rideable_type,trip_year,trip_month,trip_day_of_week,trip_hour,avg_ride_length_seconds,total_trips
casual,classic_bike,2024,5,1,20,1580,623
casual,electric_bike,2024,1,3,13,491,88
member,classic_bike,2024,10,3,20,680,1210
casual,electric_bike,2024,5,3,15,823,664
member,electric_bike,2024,6,4,3,690,50
member,electric_bike,2024,1,5,15,559,778
casual,classic_bike,2024,1,7,13,864,94
casual,classic_bike,2024,2,5,0,926,36
casual,classic_bike,2024,2,4,13,1155,187
casual,classic_bike,2024,3,2,0,1976,29
member,classic_bike,2024,4,6,22,738,313
casual,classic_bike,2024,12,2,7,760,84
casual,electric_bike,2024,3,6,23,594,189
casual,electric_bike,2024,4,3,23,631,143
member,electric_bike,2024,3,1,20,564,412
casual,electric_bike,2024,3,3,8,571,322
member,classic_bike,2024,3,2,8,708,1371
member,classic_bike,2024,5,3,6,717,911
member,electric_bike,2024,5,2,17,772,2038
casual,electric_bike,2024,7,5,15,1111,1472
member,electric_bike,2024,11,4,16,649,2135
member,classic_bike,2024,1,5,17,758,1406
member,electric_bike,2024,3,4,12,545,744
member,electric_scooter,2024,9,3,13,486,310
casual,classic_bike,2024,4,4,20,1223,185
casual,electric_bike,2024,6,3,7,565,539
casual,classic_bike,2024,6,7,4,1303,57
member,classic_bike,2024,11,5,6,630,493
member,electric_bike,2024,12,1,19,656,495
casual,classic_bike,2024,2,3,6,668,89
casual,electric_bike,2024,2,2,9,718,103
casual,classic_bike,2024,5,4,12,1887,866
casual,classic_bike,2024,6,1,11,2311,2433
casual,classic_bike,2024,7,2,14,2014,1168
casual,electric_bike,2024,8,1,12,1279,1878
member,electric_bike,2024,9,6,7,650,1713
member,electric_scooter,2024,9,7,12,544,421
member,classic_bike,2024,12,2,8,768,1062
member,classic_bike,2024,3,5,0,482,58
member,classic_bike,2024,4,2,0,691,63
member,electric_bike,2024,6,2,9,674,1133
casual,electric_scooter,2024,9,6,23,758,557
casual,classic_bike,2024,12,7,16,1048,216
casual,classic_bike,2024,1,3,14,1792,106
casual,electric_bike,2024,3,2,1,999,45
casual,classic_bike,2024,7,2,17,1522,1930
casual,electric_bike,2024,8,1,9,1143,906
member,electric_scooter,2024,9,4,20,503,444
casual,electric_bike,2024,5,1,21,995,474
member,electric_bike,2024,5,3,4,524,58
member,electric_bike,2024,10,4,1,600,135
casual,classic_bike,2024,2,6,7,854,124
member,electric_bike,2024,2,1,5,692,19
member,classic_bike,2024,6,3,21,858,927
member,electric_bike,2024,9,5,23,696,575
member,classic_bike,2024,11,4,19,682,628
member,electric_bike,2024,12,1,16,791,722
casual,classic_bike,2024,12,5,22,1047,82
casual,electric_bike,2024,12,3,5,337,34
member,electric_bike,2024,2,7,12,725,353
casual,electric_bike,2024,2,3,16,843,393
casual,electric_bike,2024,4,2,16,917,1015
member,electric_bike,2024,12,6,5,480,119
member,electric_bike,2024,2,3,13,673,571
casual,electric_bike,2024,3,5,2,553,38
casual,electric_bike,2024,5,6,7,673,475
casual,classic_bike,2024,11,4,10,1105,173
casual,classic_bike,2024,1,4,21,936,69
casual,classic_bike,2024,2,1,21,776,72
casual,classic_bike,2024,3,3,21,1075,138
casual,electric_bike,2024,7,6,22,933,891
member,electric_bike,2024,7,7,18,890,1747
member,electric_bike,2024,1,2,0,773,88
member,classic_bike,2024,1,2,2,1449,41
member,classic_bike,2024,2,4,1,703,23
member,classic_bike,2024,3,1,1,744,110
member,electric_bike,2024,5,7,3,613,139
casual,classic_bike,2024,9,7,18,1617,1508
casual,classic_bike,2024,10,4,18,1158,1062
casual,electric_bike,2024,1,6,5,500,20
casual,classic_bike,2024,3,1,13,2253,920
casual,classic_bike,2024,7,7,3,938,106
casual,classic_bike,2024,8,4,3,4317,18
member,classic_bike,2024,1,4,10,1643,462
member,classic_bike,2024,2,3,14,860,891
casual,classic_bike,2024,6,6,20,1558,931
casual,electric_bike,2024,10,6,13,989,1128
casual,electric_bike,2024,11,3,13,646,386
casual,electric_bike,2024,5,2,8,663,407
member,classic_bike,2024,7,2,17,904,4507
casual,electric_scooter,2024,9,4,18,743,954
casual,electric_bike,2024,9,7,17,1014,1677
member,electric_bike,2024,11,1,1,579,283
casual,electric_bike,2024,1,7,12,777,87
member,electric_bike,2024,3,3,5,471,195
member,classic_bike,2024,5,6,21,758,860
member,classic_bike,2024,10,7,19,750,952
casual,electric_bike,2024,11,6,5,439,55
member,classic_bike,2024,12,1,18,818,398
casual,classic_bike,2024,12,4,1,1170,10
casual,electric_bike,2024,3,5,16,794,486
member,classic_bike,2024,10,6,12,705,1342
member,classic_bike,2024,12,5,23,733,83
casual,electric_bike,2024,1,4,20,477,100
casual,classic_bike,2024,10,7,10,1950,1454
member,classic_bike,2024,5,2,22,739,365
member,classic_bike,2024,5,2,16,868,1895
member,classic_bike,2024,8,5,7,681,2050
casual,electric_bike,2024,11,7,12,898,761
casual,classic_bike,2024,12,5,8,1316,97
member,electric_bike,2024,11,5,0,624,118
member,classic_bike,2024,8,2,9,706,1115
casual,electric_scooter,2024,9,7,10,735,564
member,electric_bike,2024,1,3,7,600,553
casual,classic_bike,2024,7,3,21,1379,649
casual,electric_bike,2024,10,5,9,564,573
casual,classic_bike,2024,11,3,6,587,96
member,electric_bike,2024,8,6,6,603,1028
casual,electric_bike,2024,8,7,2,846,489
member,electric_bike,2024,2,1,19,655,249
member,classic_bike,2024,2,2,7,872,1077
casual,classic_bike,2024,5,5,16,1550,1052
casual,classic_bike,2024,7,1,10,2169,1101
casual,electric_bike,2024,8,2,16,897,1325
casual,electric_bike,2024,9,4,19,777,1182
casual,classic_bike,2024,9,6,14,1697,963
member,classic_bike,2024,12,1,1,557,55
casual,electric_bike,2024,12,2,1,591,44
casual,electric_bike,2024,12,7,10,685,183
member,classic_bike,2024,6,4,2,592,19
member,electric_bike,2024,7,4,3,819,62
member,electric_bike,2024,12,7,9,510,421
member,electric_bike,2024,8,4,18,755,2905
member,electric_bike,2024,9,1,18,789,1982
casual,electric_bike,2024,9,2,8,699,772
casual,classic_bike,2024,9,4,3,1856,12
casual,classic_bike,2024,10,1,3,858,77
member,classic_bike,2024,11,6,13,614,1229
member,classic_bike,2024,12,3,12,579,495
member,classic_bike,2024,7,7,3,811,70
casual,classic_bike,2024,11,1,18,1094,251
member,classic_bike,2024,8,7,18,921,2144
casual,classic_bike,2024,8,3,13,1821,745
member,classic_bike,2024,9,4,18,824,3085
member,electric_bike,2024,11,3,12,521,1018
member,electric_bike,2024,5,1,10,790,975
member,classic_bike,2024,6,6,13,786,1383
member,electric_bike,2024,7,2,9,673,1236
casual,classic_bike,2024,8,1,2,1779,262
member,classic_bike,2024,9,7,10,847,1583
member,electric_scooter,2024,9,6,5,436,67
casual,classic_bike,2024,10,6,6,987,111
casual,electric_bike,2024,11,2,9,616,307
member,electric_bike,2024,3,5,16,622,1503
casual,classic_bike,2024,3,3,7,585,112
member,electric_bike,2024,9,3,6,597,1154
casual,electric_bike,2024,9,4,2,723,71
casual,classic_bike,2024,6,2,15,1764,975
casual,classic_bike,2024,10,3,14,1770,508
casual,electric_bike,2024,11,5,1,610,68
member,classic_bike,2024,11,4,2,900,21
member,electric_bike,2024,12,5,15,610,778
casual,electric_bike,2024,4,2,2,701,38
member,electric_bike,2024,5,3,21,681,807
member,classic_bike,2024,10,2,16,749,2258
casual,classic_bike,2024,11,5,0,637,46
casual,electric_bike,2024,5,7,11,1229,1409
casual,electric_bike,2024,6,4,11,1033,826
member,electric_bike,2024,6,5,7,685,2047
casual,electric_bike,2024,7,1,10,1239,821
member,electric_bike,2024,11,5,23,634,256
member,electric_bike,2024,12,2,23,513,154
casual,classic_bike,2024,1,6,6,626,25
casual,classic_bike,2024,4,7,12,2104,1307
casual,electric_bike,2024,10,1,4,682,141
casual,electric_bike,2024,5,4,19,855,1226
casual,electric_bike,2024,1,2,9,461,73
casual,electric_bike,2024,2,5,1,889,22
casual,classic_bike,2024,4,1,19,1716,539
member,electric_bike,2024,7,6,14,784,1696
member,electric_bike,2024,8,3,14,705,1359
casual,classic_bike,2024,8,5,7,1044,493
casual,classic_bike,2024,9,2,9,1974,694
member,electric_bike,2024,2,5,1,606,43
casual,classic_bike,2024,7,4,2,841,51
member,electric_bike,2024,1,6,22,499,143
casual,classic_bike,2024,5,2,1,1983,97
member,classic_bike,2024,6,1,10,970,1985
member,classic_bike,2024,8,3,13,666,1126
casual,electric_scooter,2024,9,5,16,705,1089
member,classic_bike,2024,11,2,8,652,1576
casual,electric_bike,2024,12,6,6,385,64
member,electric_bike,2024,5,5,15,715,1886
member,classic_bike,2024,10,7,2,671,129
member,classic_bike,2024,1,7,11,715,447
casual,electric_bike,2024,2,7,12,772,163
member,classic_bike,2024,4,5,15,734,1051
member,classic_bike,2024,4,6,5,704,155
casual,electric_bike,2024,8,5,8,644,871
member,electric_bike,2024,9,7,11,777,1749
member,electric_bike,2024,11,6,4,554,52
member,electric_bike,2024,12,3,4,541,33
member,classic_bike,2024,8,4,3,986,17
casual,electric_scooter,2024,9,6,6,465,223
member,classic_bike,2024,9,1,3,633,73
casual,electric_bike,2024,12,5,16,581,284
casual,classic_bike,2024,12,6,12,941,89
casual,classic_bike,2024,1,1,20,1056,44
member,electric_bike,2024,6,7,18,852,1791
casual,classic_bike,2024,7,6,13,2068,1740
member,electric_bike,2024,9,5,0,676,235
member,electric_bike,2024,10,6,12,629,1599
casual,classic_bike,2024,11,6,21,1262,275
casual,classic_bike,2024,11,7,11,1566,733
member,electric_bike,2024,3,2,1,459,56
casual,electric_bike,2024,7,2,0,998,319
member,classic_bike,2024,3,5,23,754,182
casual,classic_bike,2024,4,5,1,413,18
casual,electric_bike,2024,5,1,4,600,100
member,classic_bike,2024,5,4,10,842,1246
member,classic_bike,2024,7,6,13,813,1616
casual,electric_bike,2024,9,6,13,994,1185
casual,classic_bike,2024,6,3,5,906,71
member,classic_bike,2024,12,6,4,854,13
casual,electric_bike,2024,3,4,12,822,268
member,classic_bike,2024,5,7,2,784,94
member,classic_bike,2024,7,3,21,855,1111
casual,classic_bike,2024,8,7,18,1766,2386
member,electric_bike,2024,8,1,3,761,150
member,electric_bike,2024,10,2,7,584,1598
member,classic_bike,2024,1,3,6,776,354
member,classic_bike,2024,2,4,18,704,1317
member,classic_bike,2024,3,1,18,758,828
casual,electric_bike,2024,4,5,17,694,870
casual,electric_bike,2024,10,4,19,644,822
casual,electric_bike,2024,11,1,19,728,255
casual,classic_bike,2024,2,5,17,1155,535
member,electric_bike,2024,3,6,6,494,544
casual,classic_bike,2024,3,2,17,1389,749
member,electric_bike,2024,4,3,5,461,318
casual,classic_bike,2024,3,6,22,1652,81
casual,electric_bike,2024,6,6,22,914,934
casual,electric_bike,2024,7,3,21,814,724
casual,electric_bike,2024,1,1,19,576,52
casual,classic_bike,2024,4,2,9,1942,263
member,electric_bike,2024,5,6,18,761,2842
member,electric_bike,2024,8,5,14,701,1654
member,electric_bike,2024,1,1,22,642,88
member,classic_bike,2024,3,7,15,873,1348
member,electric_bike,2024,4,4,13,560,822
member,classic_bike,2024,10,2,0,1108,80
member,classic_bike,2024,11,1,5,725,58
member,electric_bike,2024,3,6,4,533,61
casual,classic_bike,2024,5,1,18,1903,1381
member,electric_bike,2024,6,5,23,804,560
member,electric_bike,2024,9,4,19,710,2112
member,electric_bike,2024,12,7,10,641,561
member,classic_bike,2024,1,2,11,621,502
casual,electric_bike,2024,3,2,7,492,204
member,classic_bike,2024,4,5,2,3075,12
casual,classic_bike,2024,7,1,9,1937,644
casual,electric_bike,2024,9,4,18,831,1598
casual,electric_bike,2024,12,3,14,595,227
casual,electric_bike,2024,6,5,22,793,722
casual,electric_bike,2024,7,3,8,677,941
casual,electric_bike,2024,7,2,21,803,839
casual,electric_bike,2024,2,2,15,973,255
casual,classic_bike,2024,4,1,3,1573,41
member,electric_bike,2024,4,6,18,633,1557
casual,electric_scooter,2024,9,3,17,719,1108
casual,classic_bike,2024,9,2,18,1604,1665
member,classic_bike,2024,6,6,12,793,1360
member,classic_bike,2024,9,5,8,684,2646
casual,classic_bike,2024,3,5,21,829,119
member,electric_bike,2024,10,3,15,679,2273
member,electric_bike,2024,10,1,10,750,1406
member,classic_bike,2024,2,1,7,669,197
casual,classic_bike,2024,6,7,2,2218,250
member,electric_bike,2024,6,3,18,717,2770
member,classic_bike,2024,8,5,16,823,3048
member,electric_bike,2024,11,7,18,628,1121
member,classic_bike,2024,11,2,15,640,959
casual,classic_bike,2024,3,6,8,1188,126
casual,classic_bike,2024,8,1,1,1486,419
member,classic_bike,2024,10,4,5,812,330
casual,classic_bike,2024,1,7,19,1373,46
casual,classic_bike,2024,4,4,18,1819,409
member,electric_bike,2024,6,6,10,712,944
member,electric_bike,2024,8,7,19,834,1875
casual,classic_bike,2024,11,6,13,1390,544
member,classic_bike,2024,6,7,22,1089,740
member,classic_bike,2024,7,7,6,994,297
member,classic_bike,2024,10,1,13,846,1700
casual,electric_bike,2024,11,6,14,766,649
casual,electric_bike,2024,1,2,8,401,95
casual,electric_bike,2024,3,3,17,772,653
casual,electric_bike,2024,4,6,10,783,326
casual,electric_bike,2024,8,4,3,986,47
casual,electric_bike,2024,9,1,3,963,271
casual,electric_bike,2024,10,5,12,785,778
casual,electric_bike,2024,11,2,12,787,387
casual,electric_bike,2024,6,4,12,947,939
casual,electric_bike,2024,7,1,11,1184,1225
casual,electric_bike,2024,10,6,22,767,621
casual,electric_bike,2024,11,3,22,557,207
member,classic_bike,2024,1,1,1,692,31
member,electric_bike,2024,1,4,14,623,559
casual,electric_bike,2024,5,4,20,792,965
member,electric_bike,2024,5,5,8,724,2492
casual,classic_bike,2024,12,4,22,799,21
member,classic_bike,2024,7,2,23,898,230
member,classic_bike,2024,10,5,15,768,2024
member,electric_bike,2024,11,2,12,525,905
member,classic_bike,2024,11,7,21,636,334
member,electric_bike,2024,12,4,18,590,789
member,electric_bike,2024,2,5,2,438,20
member,electric_bike,2024,5,4,21,701,1214
casual,classic_bike,2024,6,2,19,1542,1148
member,electric_bike,2024,7,4,12,644,1657
casual,classic_bike,2024,7,4,1,1514,67
casual,classic_bike,2024,11,5,3,437,9
casual,classic_bike,2024,2,4,19,1278,193
casual,classic_bike,2024,3,2,6,563,59
member,classic_bike,2024,12,2,6,579,425
member,classic_bike,2024,5,5,10,756,1050
member,classic_bike,2024,7,5,1,636,70
member,classic_bike,2024,8,4,6,700,949
casual,electric_bike,2024,6,6,9,932,590
casual,electric_bike,2024,4,5,0,475,86
casual,electric_bike,2024,9,5,5,469,127
member,classic_bike,2024,1,6,13,776,412
casual,electric_bike,2024,7,5,13,1186,1090
casual,electric_bike,2024,7,6,0,829,432
member,electric_bike,2024,12,6,23,582,206
member,electric_bike,2024,4,7,5,587,62
member,electric_scooter,2024,9,6,12,469,428
casual,electric_scooter,2024,9,6,9,612,391
casual,classic_bike,2024,10,5,11,1882,600
member,electric_bike,2024,7,2,21,721,1164
member,electric_bike,2024,10,5,12,585,1638
member,classic_bike,2024,12,4,20,681,253
member,electric_bike,2024,3,2,2,452,18
member,electric_bike,2024,3,7,14,729,1337
member,classic_bike,2024,4,4,15,685,916
member,electric_bike,2024,6,1,21,760,1041
member,electric_bike,2024,8,1,12,913,1829
casual,classic_bike,2024,2,5,6,650,69
casual,electric_bike,2024,5,1,5,917,101
casual,classic_bike,2024,8,7,17,1866,2841
member,classic_bike,2024,8,2,15,780,1374
casual,electric_bike,2024,1,5,23,571,53
casual,electric_bike,2024,2,3,2,612,16
member,classic_bike,2024,4,7,7,799,312
member,classic_bike,2024,6,2,10,879,874
casual,classic_bike,2024,6,3,6,1739,199
casual,classic_bike,2024,7,3,14,1845,1009
member,classic_bike,2024,8,2,1,710,70
member,classic_bike,2024,9,6,18,817,2220
casual,classic_bike,2024,9,3,5,703,60
member,electric_scooter,2024,9,1,6,450,56
casual,classic_bike,2024,1,5,14,1413,131
casual,electric_bike,2024,1,7,14,667,103
casual,classic_bike,2024,2,2,14,1602,263
casual,electric_bike,2024,8,3,16,843,1456
casual,classic_bike,2024,12,1,7,1021,24
casual,electric_bike,2024,10,3,7,536,724
member,electric_bike,2024,11,5,4,503,41
member,electric_bike,2024,12,2,4,413,49
member,classic_bike,2024,12,7,12,674,500
member,classic_bike,2024,6,2,16,863,2317
member,electric_bike,2024,7,7,4,738,97
member,electric_bike,2024,8,4,4,588,66
member,electric_bike,2024,9,1,4,676,163
member,electric_bike,2024,7,3,8,669,3047
casual,classic_bike,2024,7,7,16,1903,2956
member,electric_bike,2024,9,7,20,726,1066
member,electric_bike,2024,10,5,6,615,1165
casual,classic_bike,2024,10,6,12,1706,1126
member,classic_bike,2024,2,5,9,711,1065
casual,classic_bike,2024,3,1,2,1603,35
member,classic_bike,2024,5,2,18,819,2079
member,classic_bike,2024,12,3,10,613,438
casual,classic_bike,2024,7,5,5,687,106
casual,classic_bike,2024,10,4,1,892,47
member,electric_bike,2024,2,2,10,640,334
member,electric_bike,2024,12,2,21,649,395
casual,electric_bike,2024,5,3,16,828,944
casual,classic_bike,2024,7,3,0,1214,123
casual,classic_bike,2024,12,7,0,772,60
casual,electric_bike,2024,2,7,21,632,64
member,electric_bike,2024,3,4,13,549,721
casual,electric_bike,2024,3,4,21,576,146
member,electric_bike,2024,4,1,12,751,1340
casual,classic_bike,2024,4,6,9,1925,199
casual,classic_bike,2024,5,3,9,1773,267
casual,electric_bike,2024,10,1,10,1175,1387
member,classic_bike,2024,12,5,21,628,143
casual,classic_bike,2024,1,3,0,541,9
member,electric_bike,2024,1,6,5,484,97
member,electric_bike,2024,5,4,4,652,62
casual,classic_bike,2024,6,3,23,1575,231
member,electric_bike,2024,6,1,4,978,125
member,electric_bike,2024,8,3,0,657,182
casual,electric_bike,2024,12,7,16,767,284
casual,electric_bike,2024,1,3,12,580,86
member,electric_bike,2024,2,4,21,603,270
casual,electric_bike,2024,3,5,8,476,282
casual,electric_bike,2024,4,2,8,574,454
casual,classic_bike,2024,8,3,15,1727,838
member,classic_bike,2024,10,6,19,942,1282
member,classic_bike,2024,11,3,19,784,896
casual,classic_bike,2024,11,2,11,1589,286
member,classic_bike,2024,1,4,2,682,7
casual,classic_bike,2024,11,3,12,1154,255
member,classic_bike,2024,3,2,9,610,733
member,electric_bike,2024,8,3,23,737,383
member,classic_bike,2024,4,3,11,732,928
member,electric_bike,2024,4,2,22,533,467
member,classic_bike,2024,5,3,19,842,1671
casual,electric_bike,2024,6,3,8,622,634
casual,classic_bike,2024,8,2,5,1211,86
casual,classic_bike,2024,4,5,22,2648,100
member,electric_bike,2024,11,5,21,577,483
casual,electric_bike,2024,2,6,17,774,222
casual,classic_bike,2024,7,2,13,1995,1136
casual,classic_bike,2024,1,3,17,1382,142
casual,electric_bike,2024,6,7,13,1220,2227
casual,electric_bike,2024,7,4,12,955,1062
casual,electric_bike,2024,7,1,17,1169,1139
member,classic_bike,2024,9,4,4,1159,42
casual,electric_bike,2024,3,6,9,587,173
casual,electric_bike,2024,4,3,9,573,382
member,electric_scooter,2024,9,4,21,533,327
casual,classic_bike,2024,9,6,20,1148,665
casual,classic_bike,2024,10,3,20,941,504
member,classic_bike,2024,3,5,1,634,23
member,classic_bike,2024,4,2,1,674,22
casual,electric_bike,2024,7,7,4,760,102
member,classic_bike,2024,7,7,12,980,2080
member,classic_bike,2024,8,4,12,731,1351
member,classic_bike,2024,9,1,12,914,1736
casual,electric_bike,2024,12,6,15,635,258
member,electric_bike,2024,2,1,6,721,67
member,electric_bike,2024,3,3,12,545,733
member,classic_bike,2024,3,4,0,666,54
member,electric_bike,2024,4,5,17,638,2423
casual,classic_bike,2024,6,7,8,1731,771
casual,classic_bike,2024,1,7,2,535,14
member,electric_bike,2024,7,6,23,749,734
casual,classic_bike,2024,8,6,7,1152,413
casual,electric_bike,2024,3,1,6,569,68
member,classic_bike,2024,3,6,11,693,687
casual,electric_bike,2024,5,6,8,669,592
member,classic_bike,2024,10,2,14,687,1209
casual,electric_bike,2024,12,2,10,808,187
member,electric_bike,2024,9,3,15,724,1760
casual,electric_bike,2024,10,7,9,941,818
member,electric_bike,2024,12,6,6,626,346
member,classic_bike,2024,4,6,3,479,13
casual,electric_bike,2024,4,5,23,631,151
casual,electric_bike,2024,10,5,18,734,1520
casual,electric_bike,2024,11,2,18,572,456
member,classic_bike,2024,1,5,3,676,13
casual,electric_bike,2024,1,6,4,285,5
member,electric_bike,2024,2,7,13,575,400
casual,electric_bike,2024,7,6,23,928,732
casual,electric_bike,2024,11,7,1,602,282
casual,electric_bike,2024,12,4,1,572,33
member,electric_bike,2024,7,6,0,698,350
casual,classic_bike,2024,12,3,18,1291,116
member,electric_bike,2024,3,1,21,621,329
casual,classic_bike,2024,7,6,15,1868,1853
member,electric_bike,2024,2,6,12,648,442
member,classic_bike,2024,2,7,0,553,111
member,classic_bike,2024,4,1,0,1226,211
member,classic_bike,2024,5,1,8,889,644
casual,classic_bike,2024,8,4,16,1671,1193
member,electric_bike,2024,9,2,14,725,1776
member,electric_scooter,2024,9,2,10,475,325
casual,classic_bike,2024,2,4,2,753,8
member,electric_bike,2024,3,5,3,631,35
member,classic_bike,2024,11,6,11,653,979
casual,electric_bike,2024,2,4,6,539,60
member,electric_bike,2024,4,3,3,672,34
member,electric_bike,2024,9,5,6,617,1192
casual,classic_bike,2024,9,7,1,1407,330
casual,classic_bike,2024,11,1,1,2038,137
member,electric_bike,2024,8,7,5,719,253
member,electric_bike,2024,10,1,4,580,153
member,classic_bike,2024,1,3,12,864,487
casual,electric_bike,2024,1,1,21,652,51
casual,classic_bike,2024,4,2,7,824,162
casual,electric_scooter,2024,9,4,21,796,501
casual,classic_bike,2024,9,4,9,1557,481
casual,classic_bike,2024,10,1,9,2222,1213
casual,electric_bike,2024,5,5,7,621,556
casual,electric_bike,2024,6,2,7,640,510
casual,classic_bike,2024,12,5,9,1396,54
casual,electric_bike,2024,1,4,13,747,137
casual,classic_bike,2024,9,1,17,1894,1929
member,classic_bike,2024,10,7,20,832,646
member,classic_bike,2024,11,4,20,845,478
member,classic_bike,2024,12,1,19,672,307
member,classic_bike,2024,1,7,17,661,375
casual,classic_bike,2024,6,1,15,2052,3040
member,electric_scooter,2024,9,7,16,564,479
casual,electric_scooter,2024,9,5,5,512,99
casual,classic_bike,2024,9,4,6,1293,234
member,electric_bike,2024,11,7,12,633,1362
casual,electric_bike,2024,1,3,9,446,78
member,classic_bike,2024,3,5,4,611,24
member,electric_bike,2024,4,2,2,561,49
casual,electric_bike,2024,4,2,5,446,53
casual,classic_bike,2024,12,7,20,1966,65
casual,classic_bike,2024,3,7,9,1438,403
casual,electric_bike,2024,7,5,19,1023,1561
casual,electric_bike,2024,10,3,1,666,100
casual,classic_bike,2024,3,3,10,1747,151
casual,classic_bike,2024,6,6,1,1806,123
casual,classic_bike,2024,12,2,11,2001,139
member,electric_bike,2024,1,3,10,660,236
casual,classic_bike,2024,1,6,18,822,86
casual,classic_bike,2024,2,3,18,1700,316
casual,electric_scooter,2024,9,1,6,488,87
member,classic_bike,2024,10,6,16,762,2281
member,classic_bike,2024,11,3,16,718,1552
member,classic_bike,2024,3,1,5,933,28
member,electric_bike,2024,5,4,7,709,2417
casual,electric_bike,2024,6,3,11,1091,564
member,electric_bike,2024,6,1,7,816,516
member,classic_bike,2024,7,5,18,945,2681
member,electric_bike,2024,8,3,3,1207,54
member,electric_bike,2024,12,1,23,591,145
casual,electric_bike,2024,1,2,22,578,60
casual,electric_bike,2024,2,5,13,705,202
member,electric_bike,2024,3,4,16,658,1720
casual,electric_bike,2024,3,2,13,863,279
member,electric_bike,2024,4,1,15,820,1181
member,classic_bike,2024,4,7,13,981,1545
casual,classic_bike,2024,4,4,1,693,19
casual,classic_bike,2024,5,1,1,1697,291
member,electric_scooter,2024,9,3,17,552,1091
casual,classic_bike,2024,11,1,21,1477,139
casual,classic_bike,2024,2,7,17,1135,215
casual,classic_bike,2024,5,4,16,1850,1554
casual,classic_bike,2024,7,2,10,2276,740
member,electric_bike,2024,12,4,12,535,564
casual,classic_bike,2024,12,6,10,2319,68
member,classic_bike,2024,12,5,1,687,14
casual,electric_bike,2024,3,5,5,372,36
member,classic_bike,2024,4,2,4,833,44
member,electric_bike,2024,9,3,18,718,2410
member,classic_bike,2024,2,3,18,743,1576
member,electric_bike,2024,2,4,1,561,28
casual,electric_bike,2024,8,1,5,635,128
member,electric_bike,2024,10,7,20,604,910
casual,classic_bike,2024,2,6,10,1482,216
casual,electric_bike,2024,4,7,14,1226,1458
casual,electric_bike,2024,4,6,4,402,29
casual,electric_bike,2024,1,5,3,619,8
casual,electric_bike,2024,2,3,19,581,159
casual,electric_bike,2024,3,6,12,869,319
casual,electric_scooter,2024,9,2,13,804,731
member,classic_bike,2024,11,5,10,602,523
member,electric_bike,2024,5,2,13,740,1106
member,classic_bike,2024,9,4,7,741,2240
casual,classic_bike,2024,3,4,17,1366,397
casual,classic_bike,2024,4,7,16,1906,1397
casual,electric_bike,2024,4,5,20,671,257
casual,classic_bike,2024,11,3,18,697,312
casual,electric_bike,2024,6,1,17,1154,2313
member,electric_bike,2024,8,6,18,759,3177
casual,classic_bike,2024,11,7,14,1589,906
member,electric_bike,2024,3,1,1,681,203
casual,classic_bike,2024,6,4,7,1379,363
casual,classic_bike,2024,9,1,14,1926,1952
member,electric_bike,2024,11,4,20,549,477
casual,electric_bike,2024,12,2,13,753,279
casual,classic_bike,2024,12,4,5,3110,17
casual,classic_bike,2024,5,2,22,2406,243
casual,electric_bike,2024,9,7,13,1185,1830
casual,electric_bike,2024,12,6,9,489,95
member,classic_bike,2024,2,6,10,628,641
member,classic_bike,2024,3,3,10,719,537
casual,electric_bike,2024,6,6,3,823,63
member,classic_bike,2024,6,3,17,873,3765
casual,electric_bike,2024,7,3,2,990,75
member,classic_bike,2024,9,2,13,785,1747
member,classic_bike,2024,5,3,2,732,17
member,classic_bike,2024,7,2,3,718,29
casual,classic_bike,2024,9,5,13,1806,693
member,classic_bike,2024,2,4,5,961,215
casual,electric_bike,2024,5,6,11,1058,933
member,electric_bike,2024,7,6,3,741,71
member,classic_bike,2024,7,5,21,846,1091
member,classic_bike,2024,8,2,21,928,791
member,electric_bike,2024,2,7,16,653,395
member,electric_bike,2024,10,4,5,493,383
casual,electric_bike,2024,10,4,8,536,958
casual,classic_bike,2024,3,5,4,744,6
casual,classic_bike,2024,10,1,6,2516,358
casual,classic_bike,2024,2,1,1,575,31
casual,electric_bike,2024,8,7,21,1016,1387
member,electric_bike,2024,8,2,19,705,1837
casual,classic_bike,2024,4,3,17,1936,968
casual,electric_bike,2024,6,2,4,645,57
casual,electric_bike,2024,9,1,23,881,463
casual,electric_bike,2024,1,7,8,569,46
member,electric_bike,2024,2,6,9,703,344
member,electric_bike,2024,3,3,9,559,833
member,electric_bike,2024,12,5,2,514,20
member,classic_bike,2024,1,7,14,691,427
casual,electric_bike,2024,5,2,12,1107,741
member,electric_bike,2024,5,3,0,615,110
casual,electric_bike,2024,1,4,16,534,241
member,electric_bike,2024,2,3,17,737,1248
member,classic_bike,2024,10,7,23,805,392
member,classic_bike,2024,11,4,23,509,114
member,classic_bike,2024,12,1,22,1088,110
member,classic_bike,2024,1,4,22,1391,223
casual,classic_bike,2024,1,1,9,675,49
member,electric_bike,2024,1,5,4,526,40
member,electric_bike,2024,7,1,14,846,1751
member,electric_bike,2024,1,4,0,553,50
casual,classic_bike,2024,4,1,23,1901,92
member,electric_bike,2024,5,1,6,717,237
casual,classic_bike,2024,8,5,3,2097,24
casual,electric_bike,2024,10,6,2,647,95
member,classic_bike,2024,8,1,14,972,1749
member,classic_bike,2024,11,6,17,732,1831
member,classic_bike,2024,11,4,6,731,578
casual,electric_bike,2024,12,3,17,552,331
